DATE,PRODUCT,QTY_ORDER,SALES,AVG_SALES,MIN_UNIT_PRICE,MAX_UNIT_PRICE,DIFF_UNIT_PRICE,VAR_UNIT_PRICE,AVG_PRICE,TOTAL_ITEMS,AVG_ITEMS
2015-04-19,P4,46,26014.68,591.24,512.10,569.00,56.90,11.11,565.38,46,1.05
2015-04-19,P5,12,11898.09,991.51,909.09,999.00,89.91,9.89,991.51,12,1.00
2015-04-19,P6,9,16178.50,1797.61,1784.90,1899.00,114.10,6.39,1797.61,9,1.00
2015-04-19,P7,159,131781.92,878.55,719.10,1049.00,329.90,45.88,831.17,159,1.06
2015-04-19,P8,20,10015.25,527.12,449.00,599.00,150.00,33.41,495.59,20,1.05
2015-04-19,P9,18,8939.75,525.87,449.00,539.90,90.90,20.24,494.11,18,1.06
2015-04-20,P1,12,16888.00,1407.33,1399.00,1499.00,100.00,7.15,1407.33,12,1.00
2015-04-20,P2,101,75496.64,794.70,606.69,929.00,322.31,53.13,747.61,101,1.06
2015-04-20,P3,8,10428.98,1303.62,1287.99,1358.00,70.01,5.44,1303.62,8,1.00
2015-04-20,P4,76,43130.20,582.84,512.10,569.00,56.90,11.11,567.46,76,1.03
2015-04-20,P5,6,6194.00,1032.33,999.00,1099.00,100.00,10.01,1032.33,6,1.00
2015-04-20,P6,18,32107.49,1783.75,1782.99,1784.94,1.95,0.11,1783.75,18,1.00
2015-04-20,P7,513,417128.60,880.02,683.15,899.00,215.85,31.60,814.36,513,1.08
2015-04-20,P8,24,12060.89,603.04,479.00,599.00,120.00,25.05,504.25,24,1.20
2015-04-20,P9,23,11590.86,503.95,431.10,599.00,167.90,38.95,503.95,23,1.00
2015-04-21,P1,15,20985.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,15,1.00
2015-04-21,P2,108,81085.00,779.66,656.10,929.00,272.90,41.59,750.48,108,1.04
2015-04-21,P3,28,36024.12,1286.58,1169.10,1299.00,129.90,11.11,1286.58,28,1.00
2015-04-21,P4,65,36797.23,593.50,512.10,569.00,56.90,11.11,566.80,65,1.05
2015-04-21,P5,4,4096.00,1024.00,999.00,1099.00,100.00,10.01,1024.00,4,1.00
2015-04-21,P6,10,17829.80,1782.98,1782.94,1782.99,0.05,0.00,1782.98,10,1.00
2015-04-21,P7,710,572363.91,863.29,719.10,849.00,129.90,18.06,807.36,710,1.07
2015-04-21,P8,52,25608.02,556.70,449.10,499.00,49.90,11.11,492.15,52,1.13
2015-04-21,P9,24,11801.15,536.42,449.10,499.00,49.90,11.11,491.28,24,1.09
2015-04-22,P1,11,15639.10,1421.74,1349.10,1499.00,149.90,11.11,1421.74,11,1.00
2015-04-22,P2,229,161808.24,781.68,597.65,798.00,200.35,33.52,713.62,229,1.11
2015-04-22,P3,14,18201.05,1300.08,1169.10,1499.00,329.90,28.22,1300.08,14,1.00
2015-04-22,P4,52,29190.20,561.35,467.08,569.00,101.92,21.82,561.35,52,1.00
2015-04-22,P5,5,5653.78,1130.76,1078.89,1199.00,120.11,11.13,1130.76,5,1.00
2015-04-22,P6,8,14262.39,1782.80,1782.73,1782.88,0.15,0.01,1782.80,8,1.00
2015-04-22,P7,465,383082.26,845.66,719.10,849.00,129.90,18.06,824.30,465,1.03
2015-04-22,P8,28,13746.95,528.73,449.10,499.00,49.90,11.11,490.73,28,1.08
2015-04-22,P9,10,5046.77,504.68,493.99,534.90,40.91,8.28,504.68,10,1.00
2015-04-23,P1,16,21990.88,1374.43,1145.78,1399.00,253.22,22.10,1374.43,16,1.00
2015-04-23,P2,987,683787.41,725.12,597.65,798.00,200.35,33.52,693.81,987,1.05
2015-04-23,P3,13,16924.07,1410.34,1169.10,1499.00,329.90,28.22,1302.09,13,1.08
2015-04-23,P4,65,36485.06,579.13,470.26,569.00,98.74,21.00,561.06,65,1.03
2015-04-23,P5,1,1078.55,1078.55,1078.55,1078.55,0.00,0.00,1078.55,1,1.00
2015-04-23,P6,9,16044.48,2005.56,1782.72,1782.72,0.00,0.00,1782.72,9,1.12
2015-04-23,P7,453,375132.76,886.84,719.10,919.90,200.80,27.92,828.65,453,1.07
2015-04-23,P8,14,7070.16,505.01,431.10,599.00,167.90,38.95,505.01,14,1.00
2015-04-23,P9,19,9524.60,501.29,479.00,534.90,55.90,11.67,501.29,19,1.00
2015-04-24,P1,9,13091.00,1454.56,1399.00,1499.00,100.00,7.15,1454.56,9,1.00
2015-04-24,P2,904,627468.18,718.75,597.65,864.99,267.34,44.73,694.40,904,1.04
2015-04-24,P3,16,20608.86,1288.05,1269.99,1348.95,78.96,6.22,1288.05,16,1.00
2015-04-24,P4,73,41315.09,879.04,512.10,569.00,56.90,11.11,564.28,73,1.55
2015-04-24,P5,2,1983.99,992.00,984.99,999.00,14.01,1.42,992.00,2,1.00
2015-04-24,P6,9,16044.41,1782.71,1782.71,1782.72,0.01,0.00,1782.71,9,1.00
2015-04-24,P7,486,403605.97,883.16,687.69,849.00,161.31,23.46,831.72,486,1.06
2015-04-24,P8,15,7985.00,532.33,499.00,599.00,100.00,20.04,532.33,15,1.00
2015-04-24,P9,10,4962.08,496.21,449.10,509.99,60.89,13.56,496.21,10,1.00
2015-04-25,P1,11,15389.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,11,1.00
2015-04-25,P2,741,514820.49,728.18,629.10,699.00,69.90,11.11,695.90,741,1.05
2015-04-25,P3,23,29166.86,1268.12,1169.10,1299.00,129.90,11.11,1268.12,23,1.00
2015-04-25,P4,43,24296.30,578.48,512.10,569.00,56.90,11.11,564.94,43,1.02
2015-04-25,P5,3,2982.99,994.33,984.99,999.00,14.01,1.42,994.33,3,1.00
2015-04-25,P6,2,3538.00,1769.00,1769.00,1769.00,0.00,0.00,1769.00,2,1.00
2015-04-25,P7,342,282120.63,876.15,687.69,899.90,212.21,30.86,826.14,342,1.06
2015-04-25,P8,21,10569.20,503.30,449.10,599.00,149.90,33.38,503.30,21,1.00
2015-04-25,P9,10,4995.05,499.50,449.10,509.99,60.89,13.56,499.50,10,1.00
2015-04-26,P1,13,18187.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,13,1.00
2015-04-26,P2,620,431315.85,710.57,566.19,699.00,132.81,23.46,695.60,620,1.02
2015-04-26,P3,10,12728.53,1272.85,1269.93,1299.00,29.07,2.29,1272.85,10,1.00
2015-04-26,P4,28,15795.44,564.12,512.10,569.00,56.90,11.11,564.12,28,1.00
2015-04-26,P5,7,7108.94,1015.56,984.99,1199.00,214.01,21.73,1015.56,7,1.00
2015-04-26,P6,6,10614.00,1769.00,1769.00,1769.00,0.00,0.00,1769.00,6,1.00
2015-04-26,P7,276,230695.15,864.03,695.33,849.00,153.67,22.10,835.73,276,1.03
2015-04-26,P8,23,11627.10,553.67,449.10,599.00,149.90,33.38,506.15,23,1.10
2015-04-26,P9,16,8060.93,503.81,499.00,509.99,10.99,2.20,503.81,16,1.00
2015-04-27,P1,12,17388.00,1449.00,1399.00,1499.00,100.00,7.15,1449.00,12,1.00
2015-04-27,P2,980,682545.89,729.22,603.94,778.00,174.06,28.82,696.63,980,1.05
2015-04-27,P3,9,11774.68,1308.30,1269.92,1499.00,229.08,18.04,1308.30,9,1.00
2015-04-27,P4,50,28157.69,574.65,512.10,569.00,56.90,11.11,563.03,50,1.02
2015-04-27,P5,6,6028.98,1004.83,984.99,1047.99,63.00,6.40,1004.83,6,1.00
2015-04-27,P6,3,5307.00,1769.00,1769.00,1769.00,0.00,0.00,1769.00,3,1.00
2015-04-27,P7,520,430935.93,879.46,719.10,849.00,129.90,18.06,830.51,520,1.06
2015-04-27,P8,26,13414.00,536.56,439.00,599.00,160.00,36.45,516.60,26,1.04
2015-04-27,P9,21,10589.38,529.47,439.00,539.90,100.90,22.98,502.47,21,1.05
2015-04-28,P1,8,11992.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,8,1.00
2015-04-28,P2,1130,766944.26,743.16,566.19,778.00,211.81,37.41,681.10,1130,1.09
2015-04-28,P3,4,5308.76,1327.19,1269.92,1499.00,229.08,18.04,1327.19,4,1.00
2015-04-28,P4,86,47126.00,645.56,460.89,569.00,108.11,23.46,552.04,86,1.18
2015-04-28,P5,5,5137.59,1027.52,999.00,1047.80,48.80,4.88,1027.52,5,1.00
2015-04-28,P6,11,19569.00,1779.00,1779.00,1779.00,0.00,0.00,1779.00,11,1.00
2015-04-28,P7,732,589023.19,903.41,647.19,849.00,201.81,31.18,808.08,732,1.12
2015-04-28,P8,16,8464.20,529.01,499.00,599.00,100.00,20.04,529.01,16,1.00
2015-04-28,P9,20,10289.55,514.48,449.10,599.00,149.90,33.38,514.48,20,1.00
2015-04-29,P1,8,11692.00,1461.50,1399.00,1499.00,100.00,7.15,1461.50,8,1.00
2015-04-29,P2,772,537978.36,724.06,629.10,699.00,69.90,11.11,696.90,772,1.04
2015-04-29,P3,13,17138.82,1318.37,1169.10,1499.00,329.90,28.22,1318.37,13,1.00
2015-04-29,P4,76,42984.64,580.87,512.10,569.00,56.90,11.11,565.50,76,1.03
2015-04-29,P5,8,7292.70,1215.45,899.10,999.00,99.90,11.11,915.75,8,1.33
2015-04-29,P6,13,23126.99,1779.00,1778.99,1779.00,0.01,0.00,1779.00,13,1.00
2015-04-29,P7,395,328261.97,873.04,719.10,849.00,129.90,18.06,831.41,395,1.05
2015-04-29,P8,8,4331.00,541.38,499.00,599.00,100.00,20.04,541.38,8,1.00
2015-04-29,P9,6,3228.00,538.00,538.00,538.00,0.00,0.00,538.00,6,1.00
2015-04-30,P1,5,7145.10,1429.02,1349.10,1499.00,149.90,11.11,1429.02,5,1.00
2015-04-30,P2,983,682598.69,717.02,604.29,699.00,94.71,15.67,695.07,983,1.03
2015-04-30,P3,20,26333.88,1316.69,1234.05,1358.89,124.84,10.12,1316.69,20,1.00
2015-04-30,P4,56,31426.40,604.35,499.00,569.00,70.00,14.03,560.58,56,1.08
2015-04-30,P5,8,7443.29,1240.55,818.18,1099.00,280.82,34.32,967.82,8,1.33
2015-04-30,P6,15,26504.96,1767.00,1699.00,1778.99,79.99,4.71,1767.00,15,1.00
2015-04-30,P7,1631,1259824.12,878.54,647.19,849.00,201.81,31.18,769.03,1631,1.14
2015-04-30,P8,17,8760.15,515.30,449.00,539.10,90.10,20.07,515.30,17,1.00
2015-04-30,P9,13,6713.10,516.39,449.10,539.90,90.80,20.22,516.39,13,1.00
2015-05-01,P1,1,1499.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,1,1.00
2015-05-01,P2,864,603022.83,713.64,610.65,699.00,88.35,14.47,697.92,864,1.02
2015-05-01,P3,5,6734.20,1346.84,1299.00,1358.80,59.80,4.60,1346.84,5,1.00
2015-05-01,P4,23,12918.55,561.68,499.00,569.00,70.00,14.03,561.68,23,1.00
2015-05-01,P5,1,1047.39,1047.39,1047.39,1047.39,0.00,0.00,1047.39,1,1.00
2015-05-01,P6,3,5330.97,1776.99,1776.99,1776.99,0.00,0.00,1776.99,3,1.00
2015-05-01,P7,2622,1959942.88,835.80,613.43,899.90,286.47,46.70,747.61,2622,1.12
2015-05-01,P8,7,3693.00,527.57,499.00,599.00,100.00,20.04,527.57,7,1.00
2015-05-01,P9,6,3211.00,535.17,499.00,599.00,100.00,20.04,535.17,6,1.00
2015-05-02,P1,12,17688.00,1474.00,1399.00,1499.00,100.00,7.15,1474.00,12,1.00
2015-05-02,P2,224,157269.80,728.10,629.10,829.00,199.90,31.78,702.21,224,1.04
2015-05-02,P3,3,4076.22,1358.74,1358.74,1358.74,0.00,0.00,1358.74,3,1.00
2015-05-02,P4,75,39155.90,815.75,499.00,689.90,190.90,38.26,535.06,75,1.56
2015-05-02,P5,2,2094.72,2094.72,1047.36,1047.36,0.00,0.00,1047.36,2,2.00
2015-05-02,P6,10,17744.85,1774.48,1773.98,1776.99,3.01,0.17,1774.48,10,1.00
2015-05-02,P7,2768,2065900.06,859.72,640.39,749.00,108.61,16.96,746.77,2768,1.15
2015-05-02,P8,10,5990.00,599.00,599.00,599.00,0.00,0.00,599.00,10,1.00
2015-05-02,P9,9,4842.00,605.25,538.00,538.00,0.00,0.00,538.00,9,1.12
2015-05-03,P1,10,14750.10,1475.01,1259.10,1499.00,239.90,19.05,1475.01,10,1.00
2015-05-03,P2,75,53070.10,726.99,629.10,859.90,230.80,36.69,707.84,75,1.03
2015-05-03,P3,1,1358.70,1358.70,1358.70,1358.70,0.00,0.00,1358.70,1,1.00
2015-05-03,P4,52,28018.20,583.71,449.10,569.00,119.90,26.70,539.21,52,1.08
2015-05-03,P5,1,1099.00,1099.00,1099.00,1099.00,0.00,0.00,1099.00,1,1.00
2015-05-03,P6,7,12417.86,1773.98,1773.98,1773.98,0.00,0.00,1773.98,7,1.00
2015-05-03,P7,2030,1517109.98,786.47,613.43,749.00,135.57,22.10,747.49,2030,1.05
2015-05-03,P8,3,1797.00,599.00,599.00,599.00,0.00,0.00,599.00,3,1.00
2015-05-03,P9,10,5502.00,550.20,538.00,599.00,61.00,11.34,550.20,10,1.00
2015-05-04,P1,17,23991.28,1499.46,1259.10,1499.00,239.90,19.05,1419.89,17,1.06
2015-05-04,P2,298,218328.72,766.07,629.10,879.00,249.90,39.72,734.27,298,1.05
2015-05-04,P3,12,16026.08,1335.51,1299.00,1499.00,200.00,15.40,1335.51,12,1.00
2015-05-04,P4,980,484174.35,550.82,404.10,689.90,285.80,70.73,493.87,980,1.11
2015-05-04,P5,3,3045.35,1015.12,999.00,1047.35,48.35,4.84,1015.12,3,1.00
2015-05-04,P6,22,39032.66,1774.21,1773.90,1776.00,2.10,0.12,1774.21,22,1.00
2015-05-04,P7,1466,1130971.46,897.60,674.10,799.00,124.90,18.53,773.17,1466,1.16
2015-05-04,P8,25,12805.30,512.21,449.10,599.00,149.90,33.38,512.21,25,1.00
2015-05-04,P9,30,15165.00,522.93,499.00,538.00,39.00,7.82,505.72,30,1.03
2015-05-05,P1,30,43220.10,1440.67,1349.10,1499.00,149.90,11.11,1440.67,30,1.00
2015-05-05,P2,180,134347.53,754.76,674.10,879.00,204.90,30.40,746.35,180,1.01
2015-05-05,P3,17,22558.32,1326.96,1299.00,1358.47,59.47,4.58,1326.96,17,1.00
2015-05-05,P4,79,43267.05,576.89,449.00,689.90,240.90,53.65,546.55,79,1.05
2015-05-05,P5,5,4795.20,959.04,899.10,999.00,99.90,11.11,959.04,5,1.00
2015-05-05,P6,12,21274.41,1772.87,1771.00,1773.91,2.91,0.16,1772.87,12,1.00
2015-05-05,P7,695,552460.01,838.33,674.10,799.00,124.90,18.53,795.24,695,1.05
2015-05-05,P8,21,10879.20,543.96,449.10,599.00,149.90,33.38,519.01,21,1.05
2015-05-05,P9,37,18917.84,511.29,474.05,599.00,124.95,26.36,511.29,37,1.00
2015-05-06,P1,19,27681.00,1456.89,1399.00,1499.00,100.00,7.15,1456.89,19,1.00
2015-05-06,P2,195,147582.85,785.02,674.10,879.00,204.90,30.40,757.45,195,1.04
2015-05-06,P3,12,15933.57,1327.80,1289.00,1358.30,69.30,5.38,1327.80,12,1.00
2015-05-06,P4,54,29781.39,633.65,474.05,689.90,215.85,45.53,550.39,54,1.15
2015-05-06,P5,1,1046.90,1046.90,1046.90,1046.90,0.00,0.00,1046.90,1,1.00
2015-05-06,P6,16,28350.61,1890.04,1771.00,1771.99,0.99,0.06,1771.91,16,1.07
2015-05-06,P7,603,479031.18,852.37,719.10,799.00,79.90,11.11,794.58,603,1.07
2015-05-06,P8,17,8683.00,510.76,499.00,599.00,100.00,20.04,510.76,17,1.00
2015-05-06,P9,22,11281.18,512.78,449.10,539.90,90.80,20.22,512.78,22,1.00
2015-05-07,P1,22,31598.20,1436.28,1259.10,1499.00,239.90,19.05,1436.28,22,1.00
2015-05-07,P2,205,153879.75,761.78,599.00,879.00,280.00,46.74,750.66,205,1.01
2015-05-07,P3,14,18445.19,1537.10,1299.00,1499.00,200.00,15.40,1320.60,14,1.17
2015-05-07,P4,643,321132.89,1958.13,449.10,569.00,119.90,26.70,500.68,643,3.92
2015-05-07,P6,9,16055.79,1783.98,1771.96,1799.00,27.04,1.53,1783.98,9,1.00
2015-05-07,P7,518,410208.00,820.42,654.38,919.90,265.52,40.58,792.02,518,1.04
2015-05-07,P8,75,37126.00,522.90,449.10,599.00,149.90,33.38,494.79,75,1.06
2015-05-07,P9,63,31312.15,513.31,449.00,499.00,50.00,11.14,496.95,63,1.03
2015-05-08,P1,15,22076.17,1471.74,1399.00,1499.00,100.00,7.15,1471.74,15,1.00
2015-05-08,P2,144,109167.75,774.24,674.10,799.00,124.90,18.53,758.52,144,1.02
2015-05-08,P3,9,11868.30,1318.70,1299.00,1358.10,59.10,4.55,1318.70,9,1.00
2015-05-08,P4,341,169905.48,537.68,449.00,689.90,240.90,53.65,498.20,341,1.08
2015-05-08,P5,1,1032.99,1032.99,1032.99,1032.99,0.00,0.00,1032.99,1,1.00
2015-05-08,P6,14,25185.98,1799.00,1798.99,1799.00,0.01,0.00,1799.00,14,1.00
2015-05-08,P7,1351,1023990.47,829.81,643.77,849.00,205.23,31.88,758.91,1351,1.09
2015-05-08,P8,21,11179.13,532.34,474.05,599.00,124.95,26.36,532.34,21,1.00
2015-05-08,P9,21,10831.35,515.78,449.10,599.00,149.90,33.38,515.78,21,1.00
2015-05-09,P1,9,13282.17,1475.80,1399.00,1499.00,100.00,7.15,1475.80,9,1.00
2015-05-09,P2,150,107410.57,761.78,629.10,799.00,169.90,27.01,715.60,150,1.06
2015-05-09,P3,9,11494.99,1436.87,1169.10,1299.00,129.90,11.11,1275.88,9,1.12
2015-05-09,P4,314,156568.72,513.34,449.10,499.00,49.90,11.11,498.62,314,1.03
2015-05-09,P5,2,2112.98,1056.49,1013.98,1099.00,85.02,8.38,1056.49,2,1.00
2015-05-09,P6,6,10793.97,1799.00,1798.99,1799.00,0.01,0.00,1799.00,6,1.00
2015-05-09,P7,2087,1561954.82,813.52,640.39,898.99,258.60,40.38,749.10,2087,1.09
2015-05-09,P8,43,21932.05,510.05,449.00,599.00,150.00,33.41,510.05,43,1.00
2015-05-09,P9,34,17143.54,519.50,476.54,599.00,122.46,25.70,504.38,34,1.03
2015-05-10,P1,10,14490.00,1449.00,1299.00,1499.00,200.00,15.40,1449.00,10,1.00
2015-05-10,P2,119,85457.33,736.70,629.10,799.00,169.90,27.01,718.21,119,1.03
2015-05-10,P3,7,9022.88,1288.98,1288.97,1288.99,0.02,0.00,1288.98,7,1.00
2015-05-10,P4,279,139116.14,526.96,449.00,689.90,240.90,53.65,498.60,279,1.06
2015-05-10,P5,1,1013.96,1013.96,1013.96,1013.96,0.00,0.00,1013.96,1,1.00
2015-05-10,P6,1,1799.00,1799.00,1799.00,1799.00,0.00,0.00,1799.00,1,1.00
2015-05-10,P7,879,681637.84,815.36,701.10,898.99,197.89,28.23,775.43,879,1.05
2015-05-10,P8,44,22186.08,541.12,474.05,599.00,124.95,26.36,504.61,44,1.07
2015-05-10,P9,38,19214.69,519.32,449.00,599.00,150.00,33.41,505.83,38,1.03
2015-05-11,P1,23,33468.17,1455.14,1399.00,1499.00,100.00,7.15,1455.14,23,1.00
2015-05-11,P2,124,93805.04,762.64,674.10,879.00,204.90,30.40,756.63,124,1.01
2015-05-11,P3,17,22260.92,1309.47,1287.98,1499.00,211.02,16.38,1309.47,17,1.00
2015-05-11,P4,20,11302.41,565.12,499.00,689.90,190.90,38.26,565.12,20,1.00
2015-05-11,P5,4,4009.93,1002.48,998.00,1013.93,15.93,1.60,1002.48,4,1.00
2015-05-11,P6,8,14391.67,1798.96,1798.95,1798.98,0.03,0.00,1798.96,8,1.00
2015-05-11,P7,739,585380.67,830.33,690.34,799.00,108.66,15.74,792.25,739,1.05
2015-05-11,P8,16,8640.00,540.00,499.00,599.00,100.00,20.04,540.00,16,1.00
2015-05-11,P9,18,9686.70,538.15,499.00,599.00,100.00,20.04,538.15,18,1.00
2015-05-12,P1,26,36925.27,1605.45,1259.10,1499.00,239.90,19.05,1422.97,26,1.13
2015-05-12,P2,123,92464.30,783.60,729.00,879.00,150.00,20.58,752.45,123,1.04
2015-05-12,P3,23,29977.82,1362.63,1287.98,1499.00,211.02,16.38,1303.58,23,1.05
2015-05-12,P4,63,32101.24,583.66,431.39,569.00,137.61,31.90,511.62,63,1.15
2015-05-12,P5,2,1998.00,999.00,999.00,999.00,0.00,0.00,999.00,2,1.00
2015-05-12,P6,9,16239.56,2319.94,1798.94,1848.00,49.06,2.73,1805.95,9,1.29
2015-05-12,P7,848,647348.23,805.16,613.43,849.00,235.57,38.40,764.06,848,1.05
2015-05-12,P8,61,29308.04,496.75,409.69,599.00,189.31,46.21,480.51,61,1.03
2015-05-12,P9,43,21216.15,493.40,431.10,599.00,167.90,38.95,493.40,43,1.00
2015-05-13,P1,19,27206.05,1431.90,1399.00,1499.00,100.00,7.15,1431.90,19,1.00
2015-05-13,P2,60,45536.90,771.81,729.00,819.00,90.00,12.35,759.46,60,1.02
2015-05-13,P3,18,23152.93,1286.27,1169.10,1299.00,129.90,11.11,1286.27,18,1.00
2015-05-13,P4,223,110400.56,520.76,428.89,499.00,70.11,16.35,495.83,223,1.05
2015-05-13,P6,7,12693.00,1813.29,1799.00,1899.00,100.00,5.56,1813.29,7,1.00
2015-05-13,P7,819,631236.83,819.79,671.43,849.00,177.57,26.45,771.75,819,1.06
2015-05-13,P8,170,79001.91,484.67,424.98,599.00,174.02,40.95,464.10,170,1.04
2015-05-13,P9,106,50345.73,488.79,428.99,529.00,100.01,23.31,474.84,106,1.03
2015-05-14,P1,50,66893.80,1454.21,1209.43,1499.00,289.57,23.94,1349.05,50,1.09
2015-05-14,P2,27,22210.00,822.59,739.00,869.00,130.00,17.59,822.59,27,1.00
2015-05-14,P3,20,25264.30,1263.21,1234.05,1299.00,64.95,5.26,1263.21,20,1.00
2015-05-14,P4,382,184838.38,548.48,426.65,569.00,142.35,33.36,484.00,382,1.13
2015-05-14,P6,5,9225.00,1845.00,1799.00,1899.00,100.00,5.56,1845.00,5,1.00
2015-05-14,P7,2083,1573562.27,821.70,664.06,869.00,204.94,30.86,755.84,2083,1.09
2015-05-14,P8,386,177852.68,475.54,409.55,529.00,119.45,29.17,460.50,386,1.03
2015-05-14,P9,331,152863.04,482.22,409.55,479.00,69.45,16.96,461.52,331,1.04
2015-05-15,P1,43,58128.45,1351.82,1273.09,1399.00,125.91,9.89,1351.82,43,1.00
2015-05-15,P2,36,27587.60,766.32,733.00,879.00,146.00,19.92,766.32,36,1.00
2015-05-15,P3,17,21406.43,1337.90,1169.10,1397.99,228.89,19.58,1260.77,17,1.06
2015-05-15,P4,473,227123.57,512.69,431.10,499.00,67.90,15.75,481.03,473,1.07
2015-05-15,P5,2,2037.00,1018.50,988.00,1049.00,61.00,6.17,1018.50,2,1.00
2015-05-15,P6,10,18468.95,1846.89,1844.00,1847.99,3.99,0.22,1846.89,10,1.00
2015-05-15,P7,1366,1044770.22,815.59,617.89,899.00,281.11,45.50,765.59,1366,1.07
2015-05-15,P8,293,134539.82,478.79,414.09,479.00,64.91,15.68,459.10,293,1.04
2015-05-15,P9,185,84867.15,490.56,428.99,479.00,50.01,11.66,458.72,185,1.07
2015-05-16,P1,34,46736.80,1374.61,1329.05,1499.00,169.95,12.79,1374.61,34,1.00
2015-05-16,P2,15,11040.60,736.04,732.90,779.00,46.10,6.29,736.04,15,1.00
2015-05-16,P3,16,20765.22,1297.83,1234.05,1499.00,264.95,21.47,1297.83,16,1.00
2015-05-16,P4,368,177686.69,524.15,408.68,499.00,90.32,22.10,482.92,368,1.09
2015-05-16,P5,4,4062.97,1354.32,987.99,1099.00,111.01,11.24,1024.99,4,1.33
2015-05-16,P6,2,3686.90,1843.45,1843.00,1843.90,0.90,0.05,1843.45,2,1.00
2015-05-16,P7,767,585901.65,790.69,664.06,919.90,255.84,38.53,763.86,767,1.04
2015-05-16,P8,189,87377.71,477.47,428.99,479.00,50.01,11.66,462.29,189,1.03
2015-05-16,P9,144,66409.23,474.35,409.55,479.00,69.45,16.96,461.01,144,1.03
2015-05-17,P1,23,31947.65,1389.03,1329.05,1499.00,169.95,12.79,1389.03,23,1.00
2015-05-17,P2,15,10993.50,732.90,732.90,732.90,0.00,0.00,732.90,15,1.00
2015-05-17,P3,22,27887.30,1267.60,1234.05,1299.00,64.95,5.26,1267.60,22,1.00
2015-05-17,P4,46,22335.24,496.34,454.09,499.00,44.91,9.89,485.25,46,1.02
2015-05-17,P5,3,3076.10,1025.37,988.00,1044.05,56.05,5.67,1025.37,3,1.00
2015-05-17,P6,3,5513.00,1837.67,1837.00,1839.00,2.00,0.11,1837.67,3,1.00
2015-05-17,P7,300,232810.06,814.02,679.00,868.00,189.00,27.84,776.24,300,1.05
2015-05-17,P8,148,68191.42,476.86,409.55,479.00,69.45,16.96,460.78,148,1.03
2015-05-17,P9,102,46896.79,473.70,409.55,479.00,69.45,16.96,459.92,102,1.03
2015-05-18,P1,16,22584.28,1411.52,1259.10,1499.00,239.90,19.05,1411.52,16,1.00
2015-05-18,P2,22,16831.40,765.06,732.90,809.00,76.10,10.38,765.06,22,1.00
2015-05-18,P3,11,14422.95,1311.18,1234.05,1359.00,124.95,10.13,1311.18,11,1.00
2015-05-18,P4,12,5703.08,518.46,431.39,499.00,67.61,15.67,479.24,12,1.09
2015-05-18,P6,9,16518.89,2064.86,1834.00,1836.99,2.99,0.16,1835.36,9,1.12
2015-05-18,P7,147,114725.40,825.36,679.00,898.99,219.99,32.40,780.74,147,1.06
2015-05-18,P8,74,35217.91,489.14,428.99,548.00,119.01,27.74,476.05,74,1.03
2015-05-18,P9,44,20811.93,484.00,431.10,499.00,67.90,15.75,472.88,44,1.02
2015-05-19,P1,19,27757.32,1460.91,1259.10,1499.00,239.90,19.05,1460.91,19,1.00
2015-05-19,P2,18,14090.64,782.81,719.10,809.00,89.90,12.50,782.81,18,1.00
2015-05-19,P3,12,15400.47,1283.37,1052.19,1424.05,371.86,35.34,1283.37,12,1.00
2015-05-19,P4,160,77484.67,541.85,449.10,499.00,49.90,11.11,484.62,160,1.12
2015-05-19,P5,2,1973.00,986.50,985.00,988.00,3.00,0.30,986.50,2,1.00
2015-05-19,P6,6,11000.78,1833.46,1832.99,1834.00,1.01,0.06,1833.46,6,1.00
2015-05-19,P7,276,212741.02,821.39,679.00,898.99,219.99,32.40,771.65,276,1.07
2015-05-19,P8,15,7580.30,541.45,474.05,548.00,73.95,15.60,507.59,15,1.07
2015-05-19,P9,19,9534.30,501.81,474.05,528.00,53.95,11.38,501.81,19,1.00
2015-05-20,P1,13,18878.17,1452.17,1399.00,1499.00,100.00,7.15,1452.17,13,1.00
2015-05-20,P2,14,10540.05,878.34,683.15,788.88,105.73,15.48,755.17,14,1.17
2015-05-20,P3,15,19407.99,1293.87,1234.05,1378.90,144.85,11.74,1293.87,15,1.00
2015-05-20,P4,232,112335.66,512.95,449.00,549.88,100.88,22.47,483.78,232,1.06
2015-05-20,P5,3,2948.97,982.99,982.99,982.99,0.00,0.00,982.99,3,1.00
2015-05-20,P6,8,14655.59,1831.95,1831.00,1833.00,2.00,0.11,1831.95,8,1.00
2015-05-20,P7,284,220071.72,1004.89,664.06,898.99,234.93,35.38,782.39,284,1.30
2015-05-20,P8,31,14974.91,483.06,429.00,548.00,119.00,27.74,483.06,31,1.00
2015-05-20,P9,45,22351.74,496.71,449.00,569.05,120.05,26.74,496.71,45,1.00
2015-05-21,P1,25,34546.03,1381.84,1209.43,1499.00,289.57,23.94,1381.84,25,1.00
2015-05-21,P2,58,44480.15,823.71,683.15,799.00,115.85,16.96,766.74,58,1.07
2015-05-21,P3,10,12340.50,1234.05,1169.10,1299.00,129.90,11.11,1234.05,10,1.00
2015-05-21,P4,337,161737.06,537.33,404.10,549.88,145.78,36.08,481.04,337,1.12
