DATE,WEEKDAY,EVENT,PRODUCT,QTY_ORDER
2015-07-06,SUN,"NO EVENT",P7,295
2015-07-06,SUN,"NO EVENT",P8,26
2015-07-06,SUN,"NO EVENT",P9,8
2015-07-07,MON,"NO EVENT",P1,11
2015-07-07,MON,"NO EVENT",P2,431
2015-07-07,MON,"NO EVENT",P3,45
2015-07-07,MON,"NO EVENT",P4,13
2015-07-07,MON,"NO EVENT",P5,554
2015-07-07,MON,"NO EVENT",P6,1
2015-07-07,MON,"NO EVENT",P7,1095
2015-07-07,MON,"NO EVENT",P8,149
2015-07-07,MON,"NO EVENT",P9,5
2015-07-08,TUE,"NO EVENT",P1,8
2015-07-08,TUE,"NO EVENT",P2,463
2015-07-08,TUE,"NO EVENT",P3,40
2015-07-08,TUE,"NO EVENT",P4,8
2015-07-08,TUE,"NO EVENT",P5,441
2015-07-08,TUE,"NO EVENT",P6,3
2015-07-08,TUE,"NO EVENT",P7,899
2015-07-08,TUE,"NO EVENT",P8,156
2015-07-08,TUE,"NO EVENT",P9,7
2015-07-09,WED,"NO EVENT",P1,11
2015-07-09,WED,"NO EVENT",P2,105
2015-07-09,WED,"NO EVENT",P3,41
2015-07-09,WED,"NO EVENT",P4,9
2015-07-09,WED,"NO EVENT",P5,390
2015-07-09,WED,"NO EVENT",P6,2
2015-07-09,WED,"NO EVENT",P7,543
2015-07-09,WED,"NO EVENT",P8,19
2015-07-09,WED,"NO EVENT",P9,27
2015-07-10,THU,"NO EVENT",P1,10
2015-07-10,THU,"NO EVENT",P2,70
2015-07-10,THU,"NO EVENT",P3,38
2015-07-10,THU,"NO EVENT",P4,8
2015-07-10,THU,"NO EVENT",P5,412
2015-07-10,THU,"NO EVENT",P6,1
2015-07-10,THU,"NO EVENT",P7,546
2015-07-10,THU,"NO EVENT",P8,23
2015-07-10,THU,"NO EVENT",P9,20
2015-07-11,FRI,"NO EVENT",P1,10
2015-07-11,FRI,"NO EVENT",P2,145
2015-07-11,FRI,"NO EVENT",P3,28
2015-07-11,FRI,"NO EVENT",P4,5
2015-07-11,FRI,"NO EVENT",P5,159
2015-07-11,FRI,"NO EVENT",P6,2
2015-07-11,FRI,"NO EVENT",P7,592
2015-07-11,FRI,"NO EVENT",P8,23
2015-07-11,FRI,"NO EVENT",P9,16
2015-07-12,SAT,"NO EVENT",P1,10
2015-07-12,SAT,"NO EVENT",P2,33
2015-07-12,SAT,"NO EVENT",P3,27
2015-07-12,SAT,"NO EVENT",P4,8
2015-07-12,SAT,"NO EVENT",P5,99
2015-07-12,SAT,"NO EVENT",P6,3
2015-07-12,SAT,"NO EVENT",P7,510
2015-07-12,SAT,"NO EVENT",P8,23
2015-07-12,SAT,"NO EVENT",P9,8
2015-07-13,SUN,"NO EVENT",P1,18
2015-07-13,SUN,"NO EVENT",P2,85
2015-07-13,SUN,"NO EVENT",P3,35
2015-07-13,SUN,"NO EVENT",P4,2
2015-07-13,SUN,"NO EVENT",P5,175
2015-07-13,SUN,"NO EVENT",P6,3
2015-07-13,SUN,"NO EVENT",P7,388
2015-07-13,SUN,"NO EVENT",P8,65
2015-07-13,SUN,"NO EVENT",P9,18
2015-07-14,MON,"NO EVENT",P1,11
2015-07-14,MON,"NO EVENT",P2,61
2015-07-14,MON,"NO EVENT",P3,38
2015-07-14,MON,"NO EVENT",P4,1
2015-07-14,MON,"NO EVENT",P5,325
2015-07-14,MON,"NO EVENT",P6,1
2015-07-14,MON,"NO EVENT",P7,660
2015-07-14,MON,"NO EVENT",P8,68
2015-07-14,MON,"NO EVENT",P9,21
2015-07-15,TUE,"NO EVENT",P1,15
2015-07-15,TUE,"NO EVENT",P2,72
2015-07-15,TUE,"NO EVENT",P3,38
2015-07-15,TUE,"NO EVENT",P4,4
2015-07-15,TUE,"NO EVENT",P5,327
2015-07-15,TUE,"NO EVENT",P6,7
2015-07-15,TUE,"NO EVENT",P7,1684
2015-07-15,TUE,"NO EVENT",P8,44
2015-07-15,TUE,"NO EVENT",P9,34
2015-07-16,WED,"NO EVENT",P1,15
2015-07-16,WED,"NO EVENT",P2,74
2015-07-16,WED,"NO EVENT",P3,21
2015-07-16,WED,"NO EVENT",P4,5
2015-07-16,WED,"NO EVENT",P5,146
2015-07-16,WED,"NO EVENT",P6,9
2015-07-16,WED,"NO EVENT",P7,1409
2015-07-16,WED,"NO EVENT",P8,34
2015-07-16,WED,"NO EVENT",P9,21
2015-07-17,THU,"NO EVENT",P1,16
2015-07-17,THU,"NO EVENT",P2,39
2015-07-17,THU,"NO EVENT",P3,29
2015-07-17,THU,"NO EVENT",P4,3
2015-07-17,THU,"NO EVENT",P5,195
2015-07-17,THU,"NO EVENT",P6,4
2015-07-17,THU,"NO EVENT",P7,1073
2015-07-17,THU,"NO EVENT",P8,45
2015-07-17,THU,"NO EVENT",P9,13
2015-07-18,FRI,"NO EVENT",P1,10
2015-07-18,FRI,"NO EVENT",P2,40
2015-07-18,FRI,"NO EVENT",P3,37
2015-07-18,FRI,"NO EVENT",P4,1
2015-07-18,FRI,"NO EVENT",P5,90
2015-07-18,FRI,"NO EVENT",P6,7
2015-07-18,FRI,"NO EVENT",P7,805
2015-07-18,FRI,"NO EVENT",P8,35
2015-07-18,FRI,"NO EVENT",P9,11
2015-07-19,SAT,"NO EVENT",P1,11
2015-07-19,SAT,"NO EVENT",P2,44
2015-07-19,SAT,"NO EVENT",P3,33
2015-07-19,SAT,"NO EVENT",P4,1
2015-07-19,SAT,"NO EVENT",P5,58
2015-07-19,SAT,"NO EVENT",P6,4
2015-07-19,SAT,"NO EVENT",P7,756
2015-07-19,SAT,"NO EVENT",P8,35
2015-07-19,SAT,"NO EVENT",P9,13
2015-07-20,SUN,"NO EVENT",P1,20
2015-07-20,SUN,"NO EVENT",P2,85
2015-07-20,SUN,"NO EVENT",P3,54
2015-07-20,SUN,"NO EVENT",P4,3
2015-07-20,SUN,"NO EVENT",P5,31
2015-07-20,SUN,"NO EVENT",P6,5
2015-07-20,SUN,"NO EVENT",P7,1283
2015-07-20,SUN,"NO EVENT",P8,68
2015-07-20,SUN,"NO EVENT",P9,10
2015-07-21,MON,"NO EVENT",P1,25
2015-07-21,MON,"NO EVENT",P2,58
2015-07-21,MON,"NO EVENT",P3,44
2015-07-21,MON,"NO EVENT",P4,7
2015-07-21,MON,"NO EVENT",P5,136
2015-07-21,MON,"NO EVENT",P6,12
2015-07-21,MON,"NO EVENT",P7,773
2015-07-21,MON,"NO EVENT",P8,58
2015-07-21,MON,"NO EVENT",P9,19
2015-07-22,TUE,"NO EVENT",P1,14
2015-07-22,TUE,"NO EVENT",P2,49
2015-07-22,TUE,"NO EVENT",P3,21
2015-07-22,TUE,"NO EVENT",P4,5
2015-07-22,TUE,"NO EVENT",P5,103
2015-07-22,TUE,"NO EVENT",P6,7
2015-07-22,TUE,"NO EVENT",P7,269
2015-07-22,TUE,"NO EVENT",P8,51
2015-07-22,TUE,"NO EVENT",P9,34
2015-07-23,WED,"NO EVENT",P1,18
2015-07-23,WED,"NO EVENT",P2,42
2015-07-23,WED,"NO EVENT",P3,11
2015-07-23,WED,"NO EVENT",P4,8
2015-07-23,WED,"NO EVENT",P5,47
2015-07-23,WED,"NO EVENT",P6,6
2015-07-23,WED,"NO EVENT",P7,487
2015-07-23,WED,"NO EVENT",P8,50
2015-07-23,WED,"NO EVENT",P9,20
2015-07-24,THU,"NO EVENT",P1,20
2015-07-24,THU,"NO EVENT",P2,68
2015-07-24,THU,"NO EVENT",P3,6
2015-07-24,THU,"NO EVENT",P4,10
2015-07-24,THU,"NO EVENT",P5,17
2015-07-24,THU,"NO EVENT",P6,7
2015-07-24,THU,"NO EVENT",P7,719
2015-07-24,THU,"NO EVENT",P8,48
2015-07-24,THU,"NO EVENT",P9,22
2015-07-25,FRI,"NO EVENT",P1,7
2015-07-25,FRI,"NO EVENT",P2,16
2015-07-25,FRI,"NO EVENT",P3,9
2015-07-25,FRI,"NO EVENT",P4,6
2015-07-25,FRI,"NO EVENT",P5,12
2015-07-25,FRI,"NO EVENT",P6,12
2015-07-25,FRI,"NO EVENT",P7,551
2015-07-25,FRI,"NO EVENT",P8,31
2015-07-25,FRI,"NO EVENT",P9,24
2015-07-26,SAT,"NO EVENT",P1,9
2015-07-26,SAT,"NO EVENT",P2,10
2015-07-26,SAT,"NO EVENT",P3,7
2015-07-26,SAT,"NO EVENT",P4,8
2015-07-26,SAT,"NO EVENT",P5,6
2015-07-26,SAT,"NO EVENT",P6,21
2015-07-26,SAT,"NO EVENT",P7,416
2015-07-26,SAT,"NO EVENT",P8,32
2015-07-26,SAT,"NO EVENT",P9,14
2015-07-27,SUN,"NO EVENT",P1,15
2015-07-27,SUN,"NO EVENT",P2,55
2015-07-27,SUN,"NO EVENT",P3,9
2015-07-27,SUN,"NO EVENT",P4,4
2015-07-27,SUN,"NO EVENT",P5,18
2015-07-27,SUN,"NO EVENT",P6,10
2015-07-27,SUN,"NO EVENT",P7,894
2015-07-27,SUN,"NO EVENT",P8,84
2015-07-27,SUN,"NO EVENT",P9,45
2015-07-28,MON,"NO EVENT",P1,19
2015-07-28,MON,"NO EVENT",P2,39
2015-07-28,MON,"NO EVENT",P3,8
2015-07-28,MON,"NO EVENT",P4,5
2015-07-28,MON,"NO EVENT",P5,7
2015-07-28,MON,"NO EVENT",P6,5
2015-07-28,MON,"NO EVENT",P7,1091
2015-07-28,MON,"NO EVENT",P8,65
2015-07-28,MON,"NO EVENT",P9,26
2015-07-29,TUE,"NO EVENT",P1,17
2015-07-29,TUE,"NO EVENT",P2,252
2015-07-29,TUE,"NO EVENT",P3,7
2015-07-29,TUE,"NO EVENT",P4,17
2015-07-29,TUE,"NO EVENT",P5,6
2015-07-29,TUE,"NO EVENT",P6,10
2015-07-29,TUE,"NO EVENT",P7,506
2015-07-29,TUE,"NO EVENT",P8,235
2015-07-29,TUE,"NO EVENT",P9,18
2015-07-30,WED,"NO EVENT",P1,32
2015-07-30,WED,"NO EVENT",P2,565
2015-07-30,WED,"NO EVENT",P3,7
2015-07-30,WED,"NO EVENT",P4,1
2015-07-30,WED,"NO EVENT",P5,3
2015-07-30,WED,"NO EVENT",P6,4
2015-07-30,WED,"NO EVENT",P7,915
2015-07-30,WED,"NO EVENT",P8,390
2015-07-30,WED,"NO EVENT",P9,10
2015-07-31,THU,"NO EVENT",P1,15
2015-07-31,THU,"NO EVENT",P2,476
2015-07-31,THU,"NO EVENT",P3,23
2015-07-31,THU,"NO EVENT",P4,1
2015-07-31,THU,"NO EVENT",P5,4
2015-07-31,THU,"NO EVENT",P6,6
2015-07-31,THU,"NO EVENT",P7,728
2015-07-31,THU,"NO EVENT",P8,286
2015-07-31,THU,"NO EVENT",P9,4
2015-08-01,FRI,"NO EVENT",P1,19
2015-08-01,FRI,"NO EVENT",P2,90
2015-08-01,FRI,"NO EVENT",P3,21
2015-08-01,FRI,"NO EVENT",P4,3
2015-08-01,FRI,"NO EVENT",P5,3
2015-08-01,FRI,"NO EVENT",P6,3
2015-08-01,FRI,"NO EVENT",P7,218
2015-08-01,FRI,"NO EVENT",P8,61
2015-08-01,FRI,"NO EVENT",P9,10
2015-08-02,SAT,"NO EVENT",P1,16
2015-08-02,SAT,"NO EVENT",P2,11
2015-08-02,SAT,"NO EVENT",P3,11
2015-08-02,SAT,"NO EVENT",P4,4
2015-08-02,SAT,"NO EVENT",P5,2
2015-08-02,SAT,"NO EVENT",P6,1
2015-08-02,SAT,"NO EVENT",P7,92
2015-08-02,SAT,"NO EVENT",P8,36
2015-08-02,SAT,"NO EVENT",P9,20
2015-08-03,SUN,"NO EVENT",P1,19
2015-08-03,SUN,"NO EVENT",P2,51
2015-08-03,SUN,"NO EVENT",P3,5
2015-08-03,SUN,"NO EVENT",P4,6
2015-08-03,SUN,"NO EVENT",P5,4
2015-08-03,SUN,"NO EVENT",P6,3
2015-08-03,SUN,"NO EVENT",P7,257
2015-08-03,SUN,"NO EVENT",P8,38
2015-08-03,SUN,"NO EVENT",P9,23
2015-08-04,MON,"NO EVENT",P1,32
2015-08-04,MON,"NO EVENT",P2,89
2015-08-04,MON,"NO EVENT",P3,7
2015-08-04,MON,"NO EVENT",P4,7
2015-08-04,MON,"NO EVENT",P5,3
2015-08-04,MON,"NO EVENT",P6,2
2015-08-04,MON,"NO EVENT",P7,501
2015-08-04,MON,"NO EVENT",P8,42
2015-08-04,MON,"NO EVENT",P9,37
2015-08-05,TUE,"NO EVENT",P1,31
2015-08-05,TUE,"NO EVENT",P2,78
2015-08-05,TUE,"NO EVENT",P4,5
2015-08-05,TUE,"NO EVENT",P5,7
2015-08-05,TUE,"NO EVENT",P6,8
2015-08-05,TUE,"NO EVENT",P7,285
2015-08-05,TUE,"NO EVENT",P8,70
2015-08-05,TUE,"NO EVENT",P9,27
2015-08-06,WED,"NO EVENT",P1,23
2015-08-06,WED,"NO EVENT",P2,105
2015-08-06,WED,"NO EVENT",P3,1
2015-08-06,WED,"NO EVENT",P4,6
2015-08-06,WED,"NO EVENT",P5,12
2015-08-06,WED,"NO EVENT",P6,11
2015-08-06,WED,"NO EVENT",P7,511
2015-08-06,WED,"NO EVENT",P8,145
2015-08-06,WED,"NO EVENT",P9,29
2015-08-07,THU,"NO EVENT",P1,19
2015-08-07,THU,"NO EVENT",P2,46
2015-08-07,THU,"NO EVENT",P3,1
2015-08-07,THU,"NO EVENT",P4,8
2015-08-07,THU,"NO EVENT",P5,14
2015-08-07,THU,"NO EVENT",P6,8
2015-08-07,THU,"NO EVENT",P7,462
2015-08-07,THU,"NO EVENT",P8,108
2015-08-07,THU,"NO EVENT",P9,46
2015-08-08,FRI,"NO EVENT",P1,21
2015-08-08,FRI,"NO EVENT",P2,103
2015-08-08,FRI,"NO EVENT",P3,3
2015-08-08,FRI,"NO EVENT",P4,4
2015-08-08,FRI,"NO EVENT",P5,12
2015-08-08,FRI,"NO EVENT",P6,1
2015-08-08,FRI,"NO EVENT",P7,403
2015-08-08,FRI,"NO EVENT",P8,17
2015-08-08,FRI,"NO EVENT",P9,242
2015-08-10,SUN,"NO EVENT",P1,13
2015-08-10,SUN,"NO EVENT",P2,90
2015-08-10,SUN,"NO EVENT",P3,1
2015-08-10,SUN,"NO EVENT",P4,6
2015-08-10,SUN,"NO EVENT",P5,18
2015-08-10,SUN,"NO EVENT",P6,8
2015-08-10,SUN,"NO EVENT",P7,521
2015-08-10,SUN,"NO EVENT",P8,39
2015-08-10,SUN,"NO EVENT",P9,158
2015-08-11,MON,"NO EVENT",P1,16
2015-08-11,MON,"NO EVENT",P2,113
2015-08-11,MON,"NO EVENT",P3,4
2015-08-11,MON,"NO EVENT",P4,8
2015-08-11,MON,"NO EVENT",P5,3
2015-08-11,MON,"NO EVENT",P6,10
2015-08-11,MON,"NO EVENT",P7,398
2015-08-11,MON,"NO EVENT",P8,27
2015-08-11,MON,"NO EVENT",P9,114
2015-08-12,TUE,"NO EVENT",P1,25
2015-08-12,TUE,"NO EVENT",P2,42
2015-08-12,TUE,"NO EVENT",P3,3
2015-08-12,TUE,"NO EVENT",P4,7
2015-08-12,TUE,"NO EVENT",P5,6
2015-08-12,TUE,"NO EVENT",P6,7
2015-08-12,TUE,"NO EVENT",P7,233
2015-08-12,TUE,"NO EVENT",P8,36
2015-08-12,TUE,"NO EVENT",P9,42
2015-08-13,WED,"NO EVENT",P1,10
2015-08-13,WED,"NO EVENT",P2,58
2015-08-13,WED,"NO EVENT",P3,3
2015-08-13,WED,"NO EVENT",P4,11
2015-08-13,WED,"NO EVENT",P5,9
2015-08-13,WED,"NO EVENT",P6,2
2015-08-13,WED,"NO EVENT",P7,196
2015-08-13,WED,"NO EVENT",P8,12
2015-08-13,WED,"NO EVENT",P9,34
2015-08-14,THU,"NO EVENT",P1,14
2015-08-14,THU,"NO EVENT",P2,58
2015-08-14,THU,"NO EVENT",P4,16
2015-08-14,THU,"NO EVENT",P5,3
2015-08-14,THU,"NO EVENT",P6,8
2015-08-14,THU,"NO EVENT",P7,190
2015-08-14,THU,"NO EVENT",P8,18
2015-08-14,THU,"NO EVENT",P9,62
2015-08-15,FRI,"NO EVENT",P1,6
2015-08-15,FRI,"NO EVENT",P2,73
2015-08-15,FRI,"NO EVENT",P3,2
2015-08-15,FRI,"NO EVENT",P4,4
2015-08-15,FRI,"NO EVENT",P5,3
2015-08-15,FRI,"NO EVENT",P6,1
2015-08-15,FRI,"NO EVENT",P7,157
2015-08-15,FRI,"NO EVENT",P8,18
2015-08-15,FRI,"NO EVENT",P9,42
2015-08-16,SAT,"NO EVENT",P1,4
2015-08-16,SAT,"NO EVENT",P2,44
2015-08-16,SAT,"NO EVENT",P3,1
2015-08-16,SAT,"NO EVENT",P4,9
2015-08-16,SAT,"NO EVENT",P5,4
2015-08-16,SAT,"NO EVENT",P6,6
2015-08-16,SAT,"NO EVENT",P7,134
2015-08-16,SAT,"NO EVENT",P8,17
2015-08-16,SAT,"NO EVENT",P9,47
2015-08-17,SUN,"NO EVENT",P1,2
2015-08-17,SUN,"NO EVENT",P2,103
2015-08-17,SUN,"NO EVENT",P3,2
2015-08-17,SUN,"NO EVENT",P4,9
2015-08-17,SUN,"NO EVENT",P5,5
2015-08-17,SUN,"NO EVENT",P6,11
2015-08-17,SUN,"NO EVENT",P7,250
2015-08-17,SUN,"NO EVENT",P8,24
2015-08-17,SUN,"NO EVENT",P9,131
2015-08-18,MON,"NO EVENT",P1,9
2015-08-18,MON,"NO EVENT",P2,1864
2015-08-18,MON,"NO EVENT",P3,11
2015-08-18,MON,"NO EVENT",P4,20
2015-08-18,MON,"NO EVENT",P5,466
2015-08-18,MON,"NO EVENT",P6,16
2015-08-18,MON,"NO EVENT",P7,2248
2015-08-18,MON,"NO EVENT",P8,695
2015-08-18,MON,"NO EVENT",P9,759
2015-08-19,TUE,"NO EVENT",P1,9
2015-08-19,TUE,"NO EVENT",P2,4049
2015-08-19,TUE,"NO EVENT",P3,18
2015-08-19,TUE,"NO EVENT",P4,37
2015-08-19,TUE,"NO EVENT",P5,1424
2015-08-19,TUE,"NO EVENT",P6,14
2015-08-19,TUE,"NO EVENT",P7,5446
2015-08-19,TUE,"NO EVENT",P8,1812
2015-08-19,TUE,"NO EVENT",P9,960
2015-08-20,WED,"NO EVENT",P1,6
2015-08-20,WED,"NO EVENT",P2,2160
2015-08-20,WED,"NO EVENT",P3,8
2015-08-20,WED,"NO EVENT",P4,25
2015-08-20,WED,"NO EVENT",P5,811
2015-08-20,WED,"NO EVENT",P6,5
2015-08-20,WED,"NO EVENT",P7,3512
2015-08-20,WED,"NO EVENT",P8,1092
2015-08-20,WED,"NO EVENT",P9,722
2015-08-21,THU,"NO EVENT",P1,2
2015-08-21,THU,"NO EVENT",P2,135
2015-08-21,THU,"NO EVENT",P3,6
2015-08-21,THU,"NO EVENT",P4,42
2015-08-21,THU,"NO EVENT",P5,150
2015-08-21,THU,"NO EVENT",P6,3
2015-08-21,THU,"NO EVENT",P7,492
2015-08-21,THU,"NO EVENT",P8,1547
2015-08-21,THU,"NO EVENT",P9,901
2015-08-22,FRI,"NO EVENT",P1,5
2015-08-22,FRI,"NO EVENT",P2,84
2015-08-22,FRI,"NO EVENT",P3,7
2015-08-22,FRI,"NO EVENT",P4,9
2015-08-22,FRI,"NO EVENT",P5,11
2015-08-22,FRI,"NO EVENT",P6,3
2015-08-22,FRI,"NO EVENT",P7,79
2015-08-22,FRI,"NO EVENT",P8,60
2015-08-22,FRI,"NO EVENT",P9,58
2015-08-23,SAT,"NO EVENT",P1,1
2015-08-23,SAT,"NO EVENT",P2,65
2015-08-23,SAT,"NO EVENT",P3,6
2015-08-23,SAT,"NO EVENT",P4,11
2015-08-23,SAT,"NO EVENT",P5,25
2015-08-23,SAT,"NO EVENT",P6,3
2015-08-23,SAT,"NO EVENT",P7,86
2015-08-23,SAT,"NO EVENT",P8,58
2015-08-23,SAT,"NO EVENT",P9,35
2015-08-24,SUN,"NO EVENT",P1,2
2015-08-24,SUN,"NO EVENT",P2,72
2015-08-24,SUN,"NO EVENT",P3,6
2015-08-24,SUN,"NO EVENT",P4,18
2015-08-24,SUN,"NO EVENT",P5,338
2015-08-24,SUN,"NO EVENT",P6,6
2015-08-24,SUN,"NO EVENT",P7,179
2015-08-24,SUN,"NO EVENT",P8,43
2015-08-24,SUN,"NO EVENT",P9,224
2015-08-25,MON,"NO EVENT",P1,5
2015-08-25,MON,"NO EVENT",P2,65
2015-08-25,MON,"NO EVENT",P3,3
2015-08-25,MON,"NO EVENT",P4,21
2015-08-25,MON,"NO EVENT",P5,419
2015-08-25,MON,"NO EVENT",P6,8
2015-08-25,MON,"NO EVENT",P7,151
2015-08-25,MON,"NO EVENT",P8,36
2015-08-25,MON,"NO EVENT",P9,212
2015-08-26,TUE,"NO EVENT",P1,3
2015-08-26,TUE,"NO EVENT",P2,58
2015-08-26,TUE,"NO EVENT",P3,3
2015-08-26,TUE,"NO EVENT",P4,19
2015-08-26,TUE,"NO EVENT",P5,316
2015-08-26,TUE,"NO EVENT",P6,3
2015-08-26,TUE,"NO EVENT",P7,88
2015-08-26,TUE,"NO EVENT",P8,42
2015-08-26,TUE,"NO EVENT",P9,55
2015-08-27,WED,"NO EVENT",P1,3
2015-08-27,WED,"NO EVENT",P2,51
2015-08-27,WED,"NO EVENT",P3,1
2015-08-27,WED,"NO EVENT",P4,28
2015-08-27,WED,"NO EVENT",P5,24
2015-08-27,WED,"NO EVENT",P6,3
2015-08-27,WED,"NO EVENT",P7,56
2015-08-27,WED,"NO EVENT",P8,142
2015-08-27,WED,"NO EVENT",P9,107
2015-08-28,THU,"NO EVENT",P1,5
2015-08-28,THU,"NO EVENT",P2,54
2015-08-28,THU,"NO EVENT",P3,2
2015-08-28,THU,"NO EVENT",P4,10
2015-08-28,THU,"NO EVENT",P5,21
2015-08-28,THU,"NO EVENT",P6,6
2015-08-28,THU,"NO EVENT",P7,42
2015-08-28,THU,"NO EVENT",P8,92
2015-08-28,THU,"NO EVENT",P9,71
2015-08-29,FRI,"NO EVENT",P2,53
2015-08-29,FRI,"NO EVENT",P3,5
2015-08-29,FRI,"NO EVENT",P4,5
2015-08-29,FRI,"NO EVENT",P5,9
2015-08-29,FRI,"NO EVENT",P6,2
2015-08-29,FRI,"NO EVENT",P7,40
2015-08-29,FRI,"NO EVENT",P8,80
2015-08-29,FRI,"NO EVENT",P9,91
2015-08-30,SAT,"NO EVENT",P1,1
2015-08-30,SAT,"NO EVENT",P2,60
2015-08-30,SAT,"NO EVENT",P3,2
2015-08-30,SAT,"NO EVENT",P4,7
2015-08-30,SAT,"NO EVENT",P5,16
2015-08-30,SAT,"NO EVENT",P6,1
2015-08-30,SAT,"NO EVENT",P7,36
2015-08-30,SAT,"NO EVENT",P8,102
2015-08-30,SAT,"NO EVENT",P9,63
2015-08-31,SUN,"NO EVENT",P1,1
2015-08-31,SUN,"NO EVENT",P2,529
2015-08-31,SUN,"NO EVENT",P3,8
2015-08-31,SUN,"NO EVENT",P4,28
2015-08-31,SUN,"NO EVENT",P5,321
2015-08-31,SUN,"NO EVENT",P6,12
2015-08-31,SUN,"NO EVENT",P7,920
2015-08-31,SUN,"NO EVENT",P8,444
2015-08-31,SUN,"NO EVENT",P9,301
2015-09-01,MON,"NO EVENT",P1,21
2015-09-01,MON,"NO EVENT",P2,1385
2015-09-01,MON,"NO EVENT",P3,18
2015-09-01,MON,"NO EVENT",P4,37
2015-09-01,MON,"NO EVENT",P5,1031
2015-09-01,MON,"NO EVENT",P6,8
2015-09-01,MON,"NO EVENT",P7,2950
2015-09-01,MON,"NO EVENT",P8,1002
2015-09-01,MON,"NO EVENT",P9,758
2015-09-02,TUE,"NO EVENT",P1,58
2015-09-02,TUE,"NO EVENT",P2,1429
2015-09-02,TUE,"NO EVENT",P3,15
2015-09-02,TUE,"NO EVENT",P4,46
2015-09-02,TUE,"NO EVENT",P5,1138
2015-09-02,TUE,"NO EVENT",P6,4
2015-09-02,TUE,"NO EVENT",P7,3330
2015-09-02,TUE,"NO EVENT",P8,995
2015-09-02,TUE,"NO EVENT",P9,839
2015-09-03,WED,"NO EVENT",P1,15
2015-09-03,WED,"NO EVENT",P2,179
2015-09-03,WED,"NO EVENT",P3,6
2015-09-03,WED,"NO EVENT",P4,59
2015-09-03,WED,"NO EVENT",P5,703
2015-09-03,WED,"NO EVENT",P6,3
2015-09-03,WED,"NO EVENT",P7,1933
2015-09-03,WED,"NO EVENT",P8,77
2015-09-03,WED,"NO EVENT",P9,52
2015-09-04,THU,"NO EVENT",P1,17
2015-09-04,THU,"NO EVENT",P2,185
2015-09-04,THU,"NO EVENT",P3,8
2015-09-04,THU,"NO EVENT",P4,23
2015-09-04,THU,"NO EVENT",P5,225
2015-09-04,THU,"NO EVENT",P6,5
2015-09-04,THU,"NO EVENT",P7,1185
2015-09-04,THU,"NO EVENT",P8,37
2015-09-04,THU,"NO EVENT",P9,44
2015-09-05,FRI,"NO EVENT",P1,11
2015-09-05,FRI,"NO EVENT",P2,440
2015-09-05,FRI,"NO EVENT",P3,2
2015-09-05,FRI,"NO EVENT",P4,220
2015-09-05,FRI,"NO EVENT",P5,175
2015-09-05,FRI,"NO EVENT",P6,2
2015-09-05,FRI,"NO EVENT",P7,833
2015-09-05,FRI,"NO EVENT",P8,39
2015-09-05,FRI,"NO EVENT",P9,42
2015-09-06,SAT,"NO EVENT",P1,13
2015-09-06,SAT,"NO EVENT",P2,633
2015-09-06,SAT,"NO EVENT",P3,3
2015-09-06,SAT,"NO EVENT",P4,308
2015-09-06,SAT,"NO EVENT",P5,133
2015-09-06,SAT,"NO EVENT",P6,1
2015-09-06,SAT,"NO EVENT",P7,592
2015-09-06,SAT,"NO EVENT",P8,32
2015-09-06,SAT,"NO EVENT",P9,28
2015-09-08,MON,"NO EVENT",P1,24
2015-09-08,MON,"NO EVENT",P2,136
2015-09-08,MON,"NO EVENT",P3,5
2015-09-08,MON,"NO EVENT",P4,19
2015-09-08,MON,"NO EVENT",P5,207
2015-09-08,MON,"NO EVENT",P6,11
2015-09-08,MON,"NO EVENT",P7,91
2015-09-08,MON,"NO EVENT",P8,56
2015-09-08,MON,"NO EVENT",P9,42
2015-09-09,TUE,"NO EVENT",P1,41
2015-09-09,TUE,"NO EVENT",P2,152
2015-09-09,TUE,"NO EVENT",P3,8
2015-09-09,TUE,"NO EVENT",P4,20
2015-09-09,TUE,"NO EVENT",P5,205
2015-09-09,TUE,"NO EVENT",P6,14
2015-09-09,TUE,"NO EVENT",P7,800
2015-09-09,TUE,"NO EVENT",P8,63
2015-09-09,TUE,"NO EVENT",P9,44
2015-09-10,WED,"NO EVENT",P1,24
2015-09-10,WED,"NO EVENT",P2,187
2015-09-10,WED,"NO EVENT",P3,11
2015-09-10,WED,"NO EVENT",P4,18
2015-09-10,WED,"NO EVENT",P5,283
2015-09-10,WED,"NO EVENT",P6,20
2015-09-10,WED,"NO EVENT",P7,1429
2015-09-10,WED,"NO EVENT",P8,52
2015-09-10,WED,"NO EVENT",P9,49
2015-09-11,THU,"NO EVENT",P1,7
2015-09-11,THU,"NO EVENT",P2,117
2015-09-11,THU,"NO EVENT",P3,4
2015-09-11,THU,"NO EVENT",P4,249
2015-09-11,THU,"NO EVENT",P5,326
2015-09-11,THU,"NO EVENT",P6,22
2015-09-11,THU,"NO EVENT",P7,1215
2015-09-11,THU,"NO EVENT",P8,48
2015-09-11,THU,"NO EVENT",P9,47
2015-09-12,FRI,"NO EVENT",P1,12
2015-09-12,FRI,"NO EVENT",P2,89
2015-09-12,FRI,"NO EVENT",P3,1
2015-09-12,FRI,"NO EVENT",P4,36
2015-09-12,FRI,"NO EVENT",P5,160
2015-09-12,FRI,"NO EVENT",P6,18
2015-09-12,FRI,"NO EVENT",P7,73
